Postal_Code,Building_Name,Location_Description,latitude,longitude
522874,874B Tampines Greenflora,Level 1 Lift Lobby A,1.3579040084577423,103.71573830594048
524874,874D Tampines Greenflora,Level 1 Lift Lobby A,1.4223561323236156,103.72074739071297
486965,Changi Fire Station,Level 1 Inside Watch Room,1.4647180509198203,103.970876386808
608927,Alfa Romeo Building,Level 1 Outside Fire Command Center (Approach Security),1.403880767554684,103.60984840857886
659519,SBS Transit Bus Depot (Bukit Batok),Level 1 Outside Workshop Office,1.3855541341508137,103.79977972688368
678270,Bukit Panjang Integrated Transport Hub,Level 1 Smoke Stop Lobby (Facing LRT Lift And Entrance Of Bus Interchange),1.4292664510757818,103.85033587540579
678270,Bukit Panjang Integrated Transport Hub,Level 1 Beside Passenger Service Office,1.4292664510757818,103.85033587540579
738620,Woodlands Sports Hall,Level 1 Sports Hall Entrance,1.4461058785227228,103.73249055968115
39594,Parkroyal Collection Marina Bay,Level 5 Swimming Pool,1.3221053019870317,103.7726202851208
169632,Copthorne King's Hotel Singapore,"Level 1 Along Lobby Corridor, Near Toilet",1.2734465760522513,103.95542633032291
189560,Fairmont Singapore,Level 4 Inside Function Office,1.4164036525423105,103.72910402363368
341101,101A Alkaff Courtview,Level 1 Lift Lobby B,1.365791667112473,103.82793410105569
342102,102B Alkaff Courtview,Level 1 Lift Lobby B,1.4631383047555315,103.89899700964823
342103,103B Alkaff Courtview,Level 1 Lift Lobby B,1.4495329823009233,103.6742327122255
341104,104A Alkaff Courtview,Level 1 Lift Lobby B,1.2405887308970318,103.79775818626813
117352,PSA Horizons,"Level 3 Lobby 1, Beside Reception Counter",1.2422973124874521,103.87117158110206
117352,PSA Horizons,"Level 3 Lobby 2, Beside Reception Counter",1.2422973124874521,103.87117158110206
609961,The Chevrons,"Level 1 Lobby, On Pillar Near Hibiscus Function Room",1.4369090208661344,103.92756250596724
609961,The Chevrons,Level 3 Outside Ballroom,1.4369090208661344,103.92756250596724
637026,Tuas Biomedical Park II,"Level 1 Block ASM1, Along Walkway Near Cargo Lift 2",1.428914867577762,103.60936147456907
637026,Tuas Biomedical Park II,"Level 4 Block ASM3, Along Service Corridor",1.428914867577762,103.60936147456907
637026,Tuas Biomedical Park II,"Level 1 Block ASM3, Outside First Aid Room (A124)",1.428914867577762,103.60936147456907
637026,Tuas Biomedical Park II,"Level 2 Block ASM1, Walkway Along Quality Control Lab",1.428914867577762,103.60936147456907
637026,Tuas Biomedical Park II,"Level 3 Block ASM3, Inside Mailstops & Printers",1.428914867577762,103.60936147456907
637026,Tuas Biomedical Park II,"Level 2 Block ASM2, Inside Staff Pantry",1.428914867577762,103.60936147456907
629728,,"Level 1 Nippon Paint, Inside Guardhouse",1.355843651251249,103.79665669113415
637026,Tuas Biomedical Park II,"Level 1 Block ASM2, Outside Control Room (A101)",1.428914867577762,103.60936147456907
637026,Tuas Biomedical Park II,"Level 2 Block ASM3, Inside Mailstops & Printers",1.428914867577762,103.60936147456907
609921,,Level 1 Lobby C,1.2225822536601911,103.97244517463214
118416,Office Of Campus Security,Level 1 Security Office (Patrol Car),1.3552862405720423,103.84030692983826
118416,Office Of Campus Security,Level 1 Security Office (Patrol Car),1.3552862405720423,103.84030692983826
299689,Dunearn Road Hostels,Level 1 Security Post,1.2665728001050223,103.7958180373867
58707,Boat Quay Conservation Area,Level 2 Hallway,1.3351925546896644,103.61325327771101
758352,Sembawang Country Club,Level 1 Main Lobby,1.39036184877253,103.75149806798377
758352,Sembawang Golf Course,Level 1 Driving Range,1.39036184877253,103.75149806798377
758352,Sembawang Golf Course,Level 1 Hole 15 Shelter,1.39036184877253,103.75149806798377
758352,Sembawang Golf Course,Level 1 Hole 3 Shelter,1.39036184877253,103.75149806798377
767944,HomeTeamNS Clubhouse,Level 1 Beside Swimming Pool,1.2523639028679796,103.8842280748651
767944,HomeTeamNS Clubhouse,Level 3 Lift Lobby,1.2523639028679796,103.8842280748651
767944,HomeTeamNS Clubhouse,Level 4 Lift Lobby,1.2523639028679796,103.8842280748651
767944,HomeTeamNS Clubhouse,Level 5 Lift Lobby,1.2523639028679796,103.8842280748651
579837,Junction 8 Shopping Centre,Level 2 Customer Service Counter,1.2552186872664433,103.64047611032844
486760,AEI Distribution Centre,Level 1 Security Guardhouse,1.3088730506815482,103.81723126044312
99253,Harbourfront Centre,Level 1 FCC,1.2651312222261923,103.75380260738265
487370,Singapore Expo,Level 1 Inside FCC2,1.4305085780757654,103.67030197909351
424210,Grand Duchess At Saint Patrick's,Level 1 Inside Guardhouse (Approach Security For Assistance),1.4648454748148174,103.60883183525978
409571,,Level 1 Outside Office,1.3581417136162024,103.84641538014394
486798,Tanah Merah Country Club (Tampines Course),Level 1 Security Guardhouse,1.3847762645274344,103.94068589461003
486798,Tanah Merah Country Club (Tampines Course),Level 1 Tampines Golfers' Lounge,1.3847762645274344,103.94068589461003
486798,Tanah Merah Country Club (Tampines Course),Level 1 Golf Office,1.3847762645274344,103.94068589461003
486798,Tanah Merah Country Club (Tampines Course),Level 1 Halfway House Hole Seven,1.3847762645274344,103.94068589461003
486798,Tanah Merah Country Club (Tampines Course),Level 1 Tampines Course Maintenance Office,1.3847762645274344,103.94068589461003
486799,,Level 1 Driving Range,1.4606871005198332,103.97227492259597
199555,The Concourse,Level 27 Next To Reception Counter,1.2383345639520082,103.95733443158332
199555,The Concourse,Level 28 Next To Entrance,1.2383345639520082,103.95733443158332
208142,Church Of The True Light,Level 1 Next To Entrance,1.3352623945611493,103.92655856261051
509012,Fugro House,Level 1 Guardhouse,1.3078663849394436,103.72098483511795
498760,Changi Exhibition Centre,Level 1 FCC,1.4552825273703434,103.9171810674177
486150,Singapore Expo,Level 1 Coach Bay,1.3572143977725928,103.61274204166412
528872,Tampines Biz-Hub,Level 1 Security Counter,1.450276293030488,103.63487888611044
508724,Changi Logistics Centre,Level 1 Next To Staircase 1,1.2978152462481343,103.84288518562238
528886,,Level 1 Next To Staircase,1.3254413430174274,103.76682886626212
498827,Logistech,Level 1 Next To Reception Counter,1.432804154165412,103.60878279676835
498745,,Level 1 Passenger Lift Lobby,1.2361299523742737,103.68343652581336
319387,SAFRA Clubhouse (Toa Payoh),Level 3 Corridor,1.4211215291118928,103.69579825049237
319387,SAFRA Clubhouse (Toa Payoh),Level 3 Outside SuperBowl,1.4211215291118928,103.69579825049237
499739,National Service Resort And Country Club,Level 1 Driving Range (Near Lift),1.312077280831316,103.86305294790213
437437,Marina Bay Golf Course & Driving Range,Level 1 Hole 6 Or 14 Shelter Hut,1.3900548930366914,103.8927262905956
437437,Marina Bay Golf Course & Driving Range,Level 1 Hole 13 Shelter Hut,1.3900548930366914,103.8927262905956
556112,Chiltern Park,Level 1 Outside Guardhouse,1.2983097159039414,103.94134966213889
380050,50 Sims Vista,Level 1 Lift Lobby A,1.380917033458988,103.62477248969454
330056,56 Geylang Bahru Riverpoint,Level 1 Lift Lobby A,1.347229645231867,103.95238779229827
330064,,Level 1 Lift Lobby C,1.4405766743669053,103.7552513106345
331038,38A The River Vista @ Kallang,Level 1 Lift Lobby A,1.4356966830722642,103.78379682069577
320009,9 Saint George's East Gardens,Level 1 Lift Lobby A,1.3963499424906671,103.97697340113938
549371,2F Glasgow Green,Level 1 Outside Gate,1.3159868755616486,103.63285359842692
611140,140A Yung Ho Spring I,Level 1 Lift Lobby A,1.368958520293541,103.8272577910886
611150,150A Yung Ho Spring II,Level 1 Lift Lobby A,1.4458418979470822,103.94699068265685
613140,140C Yung Ho Spring I,Level 1 Lift Lobby A,1.3502159669556435,103.67991455719168
310490,HDB Hub,Level 1 Outside McDonalds,1.3217201819717515,103.68828463851249
339626,,Level 1 Along Corridor,1.4540229026203906,103.79177073872125
310480,HDB Hub,Level 18 West Wing Lift Lobby,1.4115322186092172,103.98216676512438
310500,HDB Hub,Level 4 Lift Lobby,1.317802394387296,103.66634690902413
310520,HDB Hub,Level 2 Outside OCBC Bank,1.4005265651777727,103.70904558895643
339626,,Level 1 Lobby Near Security Counter,1.4540229026203906,103.79177073872125
339626,,Level 2 Inside MPH,1.4540229026203906,103.79177073872125
310470,HDB Hub,Level 1 Outside Secret Recipe,1.4254768655830992,103.80564311235794
108937,Gillman Barracks,"Level 1 Block 9, Gallery Entrance",1.2986832059016264,103.95186344543613
118222,Ascent,"Level 4 Johnson & Johnson, Inside Fitness Centre",1.3123422184285878,103.98601525262036
118222,Ascent,"Level 6 Johnson & Johnson, Office Hallway",1.3123422184285878,103.98601525262036
108933,Gillman Barracks,"Level 1 Block 5, On Pillar Outside Sundaram Tagore Gallery (#01-05)",1.2322673009150062,103.99319028822052
609039,CWT Logistics Hub 1,Level 1 Inside Security Office,1.3441705164984894,103.86682323706279
109444,Gillman Barracks,"Level 1 Block 47, Outside Richard Koh Fine Art (#01-26)",1.4088959533179934,103.68701707821413
267616,SIM Management House,Level 4 Security Counter,1.314146279601263,103.72212150199445
688236,ITE College West,"Level 7 Block 2, Outside Function Room",1.2462695764565968,103.78685807947987
118222,Ascent,"Level 7 Johnson & Johnson, Beside Reception Counter",1.3123422184285878,103.98601525262036
639940,Halliburton,Level 1 Inside Guardhouse (Approach Security For Assistance),1.3513504144309945,103.71270072132026
600209,,"Level 1 St John Singapore (Jurong Centre), Inside Office",1.296474941476826,103.69613424213198
688236,ITE College West,"Level 2 Block 2, Lift Lobby",1.2462695764565968,103.78685807947987
688236,ITE College West,"Level 4 Block 6, Outside Club ITE@West",1.2462695764565968,103.78685807947987
688236,ITE College West,"Level 6 Block 1, Inside Hotel West",1.2462695764565968,103.78685807947987
128408,,Level 3 Outside Warehouse Office,1.3068554904936978,103.76321359334008
289899,The Japanese Association Singapore,Level 1 Information Counter,1.2807985173855254,103.89427935396834
128020,Newest,"Level 1 Tower A, Outside Staircase 6 (Approach Security For Assistance)",1.2952287272766443,103.72111306665873
127163,The Parc Condominium,Level 1 Inside Guardhouse (Approach Security For Assistance),1.344267280593503,103.61869167868349
126754,Parc Riviera,Level 1 Guardhouse (Approach Security For Assistance),1.4070107159104184,103.6035607500466
127476,Monterey Park Condominium,Level 1 Inside Guardhouse (Approach Security For Assistance),1.2918313845294027,103.6304027235428
128047,Blue Horizon,"Level 1 Tower C, Beside Letterbox (Block 25)",1.2757986247369528,103.89547736833384
128050,Blue Horizon,Level 1 Inside Guardhouse (Approach Security For Assistance),1.2250926618687523,103.6136307007795
128016,Hundred Trees,Level 1 Inside Guardhouse (Approach Security For Assistance),1.2950593221608642,103.78671074345233
138588,The Metropolis,Level 1 Reception Counter Tower 1,1.45355986297148,103.72455738741564
138589,The Metropolis,Level 1 Reception Counter Tower 2,1.393744583031019,103.76476311947263
126817,Clementiwoods Condominium,Level 1 Guardhouse (Approach Security For Assistance),1.2241300489089593,103.64556970905114
319763,,Level 1 FCC,1.3002526269499317,103.90938595402781
257854,Metropolitan YMCA,Level 1 Main Lobby,1.334720807401913,103.66792797074089
228218,Thong Teck Building,Level 1 Near Guard Post,1.2686982394672928,103.90692113369651
737934,Rosewood,"Level 1 On Pillar, Near Pick-Up/Drop-Off Point",1.3276589465664526,103.66868267854714
737941,Rosewood,"Level 1 On Pillar, Outside Management Office",1.2680222681118403,103.63025604886542
639937,Tuas Checkpoint,"Level 3 Admin Block, Outside ICA Admin Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 1 Admin Block, Outside Police Charge Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 1 Arrival Cargo (A5), Outside VACIS Control Room",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 1 Arrival Cargo (A3), Outside ST Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 5 Admin Block, Inside Gym",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 3 Arrival Car (A1), Outside Old Green Channel ST Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 1 Arrival Cargo (A6), Outside ST Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 3 Departure Bike (D3), Outside ST Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 3 Arrival Bike (A3), Outside ST Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 3 Departure Car (D1), Outside ST Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 1 Departure Cargo (D3), Outside ST Office",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 1 Arrival Bus Concourse (A2), Near Queue Area",1.3124327944731946,103.78780206526103
639937,Tuas Checkpoint,"Level 3 Arrival Car (A1), Outside ST Office",1.3124327944731946,103.78780206526103
639436,Temporary Workers' Quarters,"Level 1 Precise Development Pte Ltd, Inside Security Control Room",1.2421628113250214,103.72920625031453
139942,,"Level 3 Pepperl-Fuchs Asia, On Pillar Along Production Walkway (TPU Ultrasonic)",1.3222447597259346,103.70391448422805
627577,P+F GDC Building,Level 1 Inside Guardhouse,1.3872332015241766,103.65445803792393
168751,Singapore National Eye Centre,"Level 5 Laser Vision Center, Lift Lobby (Lobby C)",1.2681078816349627,103.82739955421088
168751,Singapore National Eye Centre,"Level 6 Clinic 6C, On Pillar Near Registration & Payment Counter (Lobby C)",1.2681078816349627,103.82739955421088
536467,Cherryhill,Level 1 Guard House,1.4592516717143917,103.70569626401274
752109,109B Eastglen @ Canberra,Level 1 Lift Lobby A,1.3934239008520621,103.69569993122313
753109,109C Eastglen @ Canberra,Level 1 Lift Lobby A,1.3163794305686016,103.83685523220797
573838,Eunoia Junior College,Level 1 Inside MPH (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3110418597746458,103.87059102367805
573838,Eunoia Junior College,Level 2 Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate),1.3110418597746458,103.87059102367805
460022,,Level 11 Inside #11-793,1.3004865391189688,103.91779220363651
38975,The Pit Building,Level 1 Office (Approach Security For Assistance),1.3444149663199865,103.61714006745956
486007,DBS Asia Hub,Level 1 DBS Academy Café,1.3001218581788978,103.68148654885012
528530,CTM Building,Level 1 Outside FCC,1.2388642808410228,103.62535709638185
179803,The Adelphi,Level 1 Security Counter,1.4612165016393188,103.91102070530481
200806,,Level 3 Office,1.2561578627960195,103.62170704129585
311128,,Level 1 Office,1.4177741460502753,103.85447550173446
69704,Telok Ayer Conservation Area,Level 3 Office,1.298702198728256,103.90818776606505
349562,Ruby Land Complex,Level 3 Office,1.3989977868967471,103.86278978576131
307470,Oasia Hotel Novena,Level 1 Novena Specialist Centre Concierge,1.291464864701208,103.72982994851893
768024,Yishun Community Hospital,"Level B1 Tower E, Outside Carpark Lift Lobby",1.338422470743654,103.8488571295188
609040,Global Trade Logistic Centre,Level 1 Inside Guardhouse (Approach Security For Assistance),1.310061026370224,103.77493458072858
629414,,Level 1 Inside Guardhouse (Approach Security For Assistance),1.395371410483306,103.66979203195811
608550,,"Level 16 Ecolab Pte Ltd, Inside Office",1.388954391790029,103.69378719508583
629585,,"Level 1 Sanofi, Warehouse Lift Lobby",1.3626596480012532,103.8070665829841
797359,,Level 1 Outside Security Counter,1.3354841511596875,103.67692023232942
510538,,Level 1 Lift Lobby B,1.3743016720039305,103.93783082280386
428802,I12 Katong,Level 3 Concierge,1.4069913594540004,103.60091214360044
689576,Yew Mei Green,Level 1 Outside Management Office,1.279870180034996,103.9852146500209
579800,Rafflesia Condominium,Level 1 Outside Gym,1.3717240131073427,103.97102951412127
388513,,Level 5 Outside Rivers of Life Church,1.3370063337395879,103.89015262815482
574756,Thomson Hills Estate,Level 2 Inside Office,1.4421797884739929,103.79832237011253
389547,,Level 1 Beside Sian Chay Medical Entrance,1.3745539806385003,103.99218802743341
48941,,Level 1 FCC,1.3696416009622079,103.73801347265288
239191,Leonie Hill Residences,Level 1 Outside Gym,1.229332358224298,103.62888188355362
760151,151 Chong Pang Vista,Level 1 Inside CampusImpact Office,1.4048365226952648,103.81568680794277
191465,,Level 2 Inside Lions Community Service Foundation Office,1.302108326622762,103.64078253459368
545120,The Rivervale,Level 2 Lift Lobby Outside Entrance Of Club House,1.3279959432118968,103.75629186034499
520473,,Level 1 Inside Brahm Center Office,1.325750325530982,103.9968660440265
628088,SCAL Recreation Centre,Level 1 Behind Security Post,1.2282082392331988,103.89753336709002
531377,377A Hougang Rivercourt,Level 1 Lift Lobby A,1.3177213422589154,103.79100335823439
761462,462A Blossom Spring @ Yishun,Level 1 Lift Lobby B,1.2964673945113034,103.8323587152205
761468,468A Meadow Spring @ Yishun,Level 1 Lift Lobby C,1.318381144304038,103.84831376757043
764462,462D Blossom Spring @ Yishun,Level 1 Lift Lobby B,1.2285851420004528,103.66653711548469
762469,469B Meadow Spring @ Yishun,Level 1 Lift Lobby B,1.2387218320812814,103.82150106044853
762461,461B Blossom Spring @ Yishun,Level 1 Lift Lobby B,1.3007789798556493,103.98680137151311
791402,402A Fernvale Acres,Level 1 Lift Lobby C,1.230486432834699,103.88047638952274
731799,799A Woodlands Spring,Level 1 Lift Lobby A,1.319749431271744,103.84150732254801
382115,115A Kallang Residences,Level 1 Lift Lobby B,1.3593355769528948,103.68235874406412
737668,Woodlands North MRT Station,Near Passenger Service Centre (TEL),1.2451156363782934,103.68762623322144
737668,Woodlands North MRT Station,Platform Level (TEL),1.2451156363782934,103.68762623322144
737736,Woodlands MRT Station,Near Passenger Service Centre (TEL),1.347573610656332,103.85317135938394
737736,Woodlands MRT Station,Platform Level (TEL),1.347573610656332,103.85317135938394
737741,Woodlands South MRT Station,Near Passenger Service Centre (TEL),1.3244772471428414,103.98875629268724
737741,Woodlands South MRT Station,Platform Level (TEL),1.3244772471428414,103.98875629268724
787140,Springleaf MRT Station,Near Passenger Service Centre (TEL),1.2762159411202836,103.85757296162178
787140,Springleaf MRT Station,Platform Level (TEL),1.2762159411202836,103.85757296162178
789361,Lentor MRT Station,Near Passenger Service Centre (TEL),1.2389494130533905,103.9626771012357
789361,Lentor MRT Station,Platform Level (TEL),1.2389494130533905,103.9626771012357
569900,Mayflower MRT Station,Near Passenger Service Centre (TEL),1.2875795740992773,103.90036964305116
569900,Mayflower MRT Station,Platform Level (TEL),1.2875795740992773,103.90036964305116
575737,Bright Hill MRT Station,Near Passenger Service Centre (TEL),1.2414509627507488,103.77318164184958
575737,Bright Hill MRT Station,Platform Level (TEL),1.2414509627507488,103.77318164184958
577937,Upper Thomson MRT Station,Near Passenger Service Centre (TEL),1.2748422664781445,103.75963273937272
577937,Upper Thomson MRT Station,Platform Level (TEL),1.2748422664781445,103.75963273937272
297608,Caldecott MRT Station,Near Passenger Service Centre (TEL),1.3681755087352323,103.68275000398225
297608,Caldecott MRT Station,Platform Level (TEL),1.3681755087352323,103.68275000398225
900060,,Level 1 Area A Shelter,1.3610906889303822,103.62114346312067
900060,,Level 1 Boatmen Guardhouse,1.3610906889303822,103.62114346312067
449875,Parkland Green,Level 1 Area C1-2 Toilet,1.3879066552174821,103.67200645144837
900060,,Level 1 Area C4 Toilet,1.3610906889303822,103.62114346312067
900060,,Level 1 Area D1 Toilet,1.3610906889303822,103.62114346312067
900060,,Level 1 Area D5 Toilet,1.3610906889303822,103.62114346312067
900060,,Level 1 Area E1 Toilet,1.3610906889303822,103.62114346312067
900060,,Level 1 Area F2 Toilet,1.3610906889303822,103.62114346312067
900060,,Level 1 Area G1 Toilet,1.3610906889303822,103.62114346312067
900060,,Level 1 Area G2 Toilet,1.3610906889303822,103.62114346312067
900060,,Level 1 Area H Shelter,1.3610906889303822,103.62114346312067
900086,Somme Road Playground,Level 1 Inside Pavillion,1.4581937880917804,103.64792851355553
139651,Singapore Polytechnic,Level 1 Sports Facilities Office At FC5,1.3127457589746734,103.80848531202977
139651,Singapore Polytechnic,Level 1 Sports Facilities Office At FC5,1.3127457589746734,103.80848531202977
139651,Singapore Polytechnic,Level 2 Student Development Office,1.3127457589746734,103.80848531202977
575721,Sin Ming Autocare,Level 2 Lift Lobby A,1.2747553585882072,103.9147969194196
575721,Sin Ming Autocare,Level 1 Fire Command Centre,1.2747553585882072,103.9147969194196
575722,Sin Ming Autocity,Level 1 Outside Management Office,1.3283606011553142,103.84222272593865
108931,Moral Welfare Home,Level 1 Inside General Office,1.465113162444333,103.96897984931638
528512,The Tapestry,Level 1 Security Guardhouse,1.2301286500705324,103.81810560697669
217562,Connexion,Level 1 Owen Link Behind Door With AED Signage,1.444030203238784,103.68684516797099
217562,Connexion,Level 3 Carpark,1.444030203238784,103.68684516797099
217562,Connexion,Level 6 Sunset Bar,1.444030203238784,103.68684516797099
217562,Connexion,Level 5 Zen Garden,1.444030203238784,103.68684516797099
217562,Connexion,Level 7 Open Area,1.444030203238784,103.68684516797099
217562,Connexion,Level 6 Gym Counter,1.444030203238784,103.68684516797099
217562,Connexion,Level 1 On Wall Facing Taxi Stand,1.444030203238784,103.68684516797099
217562,Connexion,Level 2 Carpark,1.444030203238784,103.68684516797099
217562,Connexion,Level 7 The Farm At One Farrer,1.444030203238784,103.68684516797099
217562,Connexion,Level 6 Outside Ballroom Toilet,1.444030203238784,103.68684516797099
738104,,Junction Of Woodgrove Avenue And Ashwood Grove,1.3913564402330467,103.75908582956536
738072,,Level 1 At Junction Of Pinewood Grove And Woodgrove Avenue,1.426037969855617,103.6809939965837
486166,Bedok Park Connector,Level 1 Shelter Behind Summer Gardens,1.274286791788324,103.87859695507906
900160,,Level 1 Shelter,1.3682532768216857,103.95605778668455
900164,Coastal Park Connector,Level 1 Shelter Next To Lamppost 232,1.4045058458815816,103.70221942628147
417216,Sims Avenue Park Connector,Level 1 Shelter,1.2379270562226548,103.73939024607223
538445,How Sun Drive Linear Park,Level 1 Shelter,1.2707447739930144,103.71101082931665
900167,,Level 1 Shelter,1.463301468375803,103.90336228411986
900165,,Level 1 Outside Toilet,1.432706137007908,103.70301677828131
488194,Jalan Pari Burong Playground,Level 1 Shelter,1.34476032716886,103.75008836816252
425190,Telok Kurau Lorong N Park,Level 1 Shelter,1.465528967161885,103.64895782583193
486705,Mera Terrace Playground,Level 1 Shelter,1.2418505911694413,103.764680879061
436636,,Level 1 Shelter Near Wimborne Road,1.2380501272485964,103.81391513421919
466944,Sennett Avenue Playground,Level 1 Shelter,1.372790763428107,103.98257939594282
459238,East Coast Terrace Playground,Level 1 Shelter,1.428976193649742,103.61339520776917
369201,MacPherson Linear Park,Level 1 Shelter,1.4353402241904605,103.95417834293728
900168,,Level 1 Shelter,1.3161864963861312,103.60570678691391
900159,,Level 1 Shelter Along Geylang River,1.4080622247278156,103.6206472556486
536409,Lorong Ong Lye Park,Level 1 Shelter,1.3001304166618575,103.7056511682794
900163,,Level 1 Shelter,1.3652745455005157,103.88131745105802
900158,Lorong 40 Geylang Playground,Level 1 Shelter,1.4596183448496451,103.92642187605044
456427,Siglap Linear Park,Level 1 Shelter In Front Of Field,1.4644266579076277,103.97066804668256
900166,Lengkong Enam Interim Park,Level 1 Shelter,1.449339647617007,103.61393058186175
419891,Siglap Park Connector,Level 1 Park Shelter Near Changi Road,1.4629310480817532,103.94149710291038
429832,Carpmael Park,Level 1 Shelter,1.394888198826637,103.62440268585931
900161,,Level 1 Shelter,1.3472846920912804,103.98979284895401
429695,Ceylon Road Interim Park,Level 1 Shelter,1.405931860279299,103.81097465367075
900162,,Level 1 Park Shelter Near East Coast Parkway,1.3599239085451582,103.71799474246755
259600,Singapore Botanic Gardens,Level 1 Outside Seed Bank,1.339725246365465,103.93102912121718
457955,Greenfield Drive Playground,Level 1 Shelter,1.2459830093394682,103.85990166864885
568047,AMK Autopoint,Level 1 Lift Lobby,1.3113362473585286,103.72814493841554
518091,Sea Horizon,Level 1 Inside Guardhouse (Approach Security Officer at Main Gate),1.3904481327241687,103.9093119913048
900174,Ann Siang Hill Park,Level 1 Shelter,1.4035525895600545,103.69394840211717
900135,Sungei Serangoon Park Connector,Level 1 Outside Toilet,1.4096914886352099,103.7588764495766
18951,Marina Barrage,Level 2 Lift Lobby,1.3916456844394725,103.84303803108205
900132,Chartwell Drive Park,Level 1 Shelter,1.3212236452304693,103.83977273620643
900180,Dairy Farm Nature Park,Level 1 SQ Hut,1.3358589270273677,103.94704112713212
900175,Kim Seng Park,Level 1 Shelter,1.3473415661600288,103.80384455262022
900141,Cactus Road Playground,Level 1 Shelter,1.3464317100767815,103.812498009476
900146,The Inglewood Playground,Level 1 Shelter,1.3180752421746376,103.82069541978477
596121,Old Bukit Timah Railway Station,Level 1 Outside Toilet,1.2658797300749365,103.65947634854498
900187,Tai Hwan Terrace Playground,Level 1 Shelter,1.3033521157455374,103.79722028874546
900148,Jelutong Hut,Level 1 Jelutong Hut,1.464495004565059,103.91422917482029
900140,Mimosa Road Playground,Level 1 Shelter,1.3965826001888235,103.81564360646436
900133,Chuan Green Playground,Level 1 Shelter,1.319583014686547,103.78970321037446
900144,Jalan Pintau Playground,Level 1 Shelter,1.2849534252418309,103.86664553243592
900136,Seletar West Park Connector,Level 1 Shelter,1.232917417283994,103.82865833268227
900169,Jalan Taman Playground,Level 1 Shelter,1.2597367659712644,103.87312574486269
900182,Zhenghua Park,Level 1 Outside Toilet,1.3468054978031316,103.7895242272259
679525,Chestnut Nature Park,Level 1 Bangkit Shelter,1.2226469393934551,103.74391411219729
900181,Bukit Timah Nature Reserve,Level 1 Kruing Hut,1.2213250686026746,103.61436588118492
900139,Neram Crescent Playground,Level 1 Shelter,1.3862650643721468,103.6421366692191
900183,Labrador Nature Reserve,Level 1 Outside Toilet,1.2969294882070506,103.64795705732556
18951,Marina Barrage,Level 1 Outside Toilet (Courtyard Building),1.3916456844394725,103.84303803108205
900173,Cambridge Family Park,Level 1 Shelter,1.3022309824492422,103.61810836512576
900172,Hooper Road Playground,Level 1 Shelter,1.4228119318113848,103.88085727519125
18951,Marina Barrage,Level 3 Lift Lobby,1.3916456844394725,103.84303803108205
18951,Marina Barrage,Level 1 Outside East Abutment Boat Hoist Ofiice,1.3916456844394725,103.84303803108205
900142,Carmichael Road Playground,Level 1 Shelter,1.3211103845851735,103.81978835228186
900176,Goldhill Avenue Playground,Level 1 Shelter,1.2239705814738067,103.70440501738206
900147,Jupiter Road Playground,Level 1 Shelter,1.438085783222195,103.89448975595498
900171,Thomson Road Playground,Level 1 Shelter,1.2694372309975601,103.73503437515504
573858,,Level 1 Inside NParks Office Pantry,1.321597739287136,103.94397105133385
900134,Tavistock Avenue Park,Level 1 Shelter,1.3882264450758701,103.95625918969135
900170,Novena Park,Level 1 Shelter,1.4283146554404742,103.6178672982554
900186,Mei Hwan Crescent Playground,Level 1 Shelter,1.392077885661242,103.66798422750625
900138,Mugliston Park Playground,Level 1 Shelter,1.4515914280848619,103.80898110990624
900137,Seletar Aerospace Drive Park Connector,Level 1 Shelter,1.2831561601554529,103.60324975598643
900143,Chempaka Avenue Playground,Level 1 Shelter,1.285622407958538,103.87341864843314
900145,Taman Permata Park,Level 1 Shelter,1.2546912678605573,103.72630095606101
568955,Ellington Square Playground,Level 1 At Park Shelter,1.3305191220349002,103.67991303604988
900179,Hoover Park,Level 1 At Park Shelter,1.3962249818170271,103.87808305023371
678751,Fuyong Interim Park,Level 1 At Park Shelter,1.4164882787064386,103.81072675968747
900177,Simpang Kiri Park Connector,Level 1 At Park Shelter,1.2398550161502304,103.93644101476282
679457,Chestnut Close Park,Level 1 At Park Shelter,1.4362278142344682,103.62867516766477
669051,Jalan Dermawan Playground,Level 1 At Park Shelter,1.3130019963891206,103.63026290079077
900149,Grove Lane Playground,Level 1 At Park Shelter,1.4291077178148945,103.74454383394003
577730,Gelenggang Park,Level 1 At Park Shelter,1.2342336945277266,103.9782029076881
567807,Thomson Walk Playground,Level 1 At Park Shelter,1.3358285078464889,103.76114385530403
759509,Goodlink Park,Level 1 At Park Shelter,1.4339178403889241,103.8055849693654
